nodeName	altName	nodeAttr[nodesPresent, ]
GHITM	NA	red
GHRL	NA	blue
GHRLOS	NA	turquoise
GHSR	NA	turquoise
GID4	NA	turquoise
GID8	NA	turquoise
GIGYF1	NA	turquoise
GIGYF2	NA	yellow
GIHCG	NA	turquoise
GIMAP1	NA	blue
GIMAP1-GIMAP5	NA	turquoise
GIMAP2	NA	turquoise
GIMAP3P	NA	blue
GIMAP4	NA	turquoise
GIMAP5	NA	turquoise
GIMAP6	NA	blue
GIMAP7	NA	turquoise
GIMAP8	NA	turquoise
GIN1	NA	turquoise
GINM1	NA	green
GINS1	NA	turquoise
GINS2	NA	blue
GINS3	NA	blue
GINS4	NA	turquoise
GIPC1	NA	turquoise
GIPC2	NA	grey
GIPC3	NA	turquoise
GIPR	NA	turquoise
GIT1	NA	turquoise
GIT2	NA	green
GJA1	NA	grey
GJA3	NA	turquoise
GJA4	NA	turquoise
GJA9	NA	brown
GJB1	NA	blue
GJB3	NA	grey
GJB5	NA	turquoise
GJB6	NA	grey
GJC1	NA	turquoise
GJC2	NA	grey
GJC3	NA	grey
GJD3	NA	grey
GJD3-AS1	NA	turquoise
GJD4	NA	grey
GK	NA	brown
GK-AS1	NA	brown
GK-IT1	NA	grey
GK3P	NA	grey
GK4P	NA	blue
GK5	NA	blue
GKAP1	NA	turquoise
GLA	NA	brown
GLB1	NA	brown
GLB1L	NA	yellow
GLB1L2	NA	turquoise
GLB1L3	NA	turquoise
GLCCI1	NA	blue
GLCCI1-DT	NA	blue
GLCE	NA	red
GLDC	NA	turquoise
GLDN	NA	grey
GLE1	NA	turquoise
GLG1	NA	turquoise
GLI1	NA	brown
GLI3	NA	brown
GLI4	NA	turquoise
GLIDR	NA	turquoise
GLIPR1	NA	green
GLIPR1-AS1	NA	turquoise
GLIPR1L1	NA	blue
GLIPR1L2	NA	turquoise
GLIPR2	NA	brown
GLIS1	NA	blue
GLIS2	NA	blue
GLIS3	NA	turquoise
GLMN	NA	blue
GLMP	NA	green
GLO1	NA	turquoise
GLOD4	NA	turquoise
GLP1R	NA	turquoise
GLRA3	NA	grey
GLRA4	NA	turquoise
GLRB	NA	blue
GLRX	NA	red
GLRX2	NA	turquoise
GLRX3	NA	turquoise
GLRX5	NA	brown
GLRX5P3	NA	grey
GLS	NA	turquoise
GLS2	NA	turquoise
GLT1D1	NA	blue
GLT8D1	NA	turquoise
GLT8D2	NA	grey
GLTP	NA	yellow
GLTPD2	NA	grey
GLUD1	NA	turquoise
GLUD1P3	NA	turquoise
GLUD2	NA	grey
GLUL	NA	brown
GLYATL1	NA	brown
GLYATL1B	NA	turquoise
GLYATL1P1	NA	grey
GLYATL1P2	NA	grey
GLYCTK	NA	turquoise
GLYCTK-AS1	NA	turquoise
GLYR1	NA	green
GM2A	NA	red
GMCL1	NA	yellow
GMDS	NA	turquoise
GMDS-DT	NA	turquoise
GMEB1	NA	turquoise
GMEB2	NA	turquoise
GMFB	NA	turquoise
GMFG	NA	brown
GMIP	NA	brown
GML	NA	grey
GMNN	NA	turquoise
GMPPA	NA	turquoise
GMPPB	NA	turquoise
GMPR	NA	green
GMPR2	NA	brown
GMPS	NA	turquoise
GMPSP1	NA	brown
GNA11	NA	green
GNA12	NA	turquoise
GNA13	NA	green
GNA14	NA	grey
GNA15	NA	blue
GNA15-DT	NA	brown
GNAI1	NA	turquoise
GNAI2	NA	brown
GNAI3	NA	brown
GNAL	NA	yellow
GNAO1	NA	blue
GNAO1-DT	NA	grey
GNAQ	NA	brown
GNAQP1	NA	grey
GNAS	NA	turquoise
GNAS-AS1	NA	grey
GNAT2	NA	grey
GNAZ	NA	yellow
GNB1	NA	brown
GNB1-DT	NA	turquoise
GNB1L	NA	turquoise
GNB2	NA	brown
GNB3	NA	turquoise
GNB4	NA	brown
GNB5	NA	turquoise
GNE	NA	turquoise
GNG10	NA	blue
GNG11	NA	brown
GNG12	NA	grey
GNG12-AS1	NA	green
GNG2	NA	turquoise
GNG3	NA	turquoise
GNG4	NA	grey
GNG5	NA	brown
GNG5P2	NA	turquoise
GNG7	NA	turquoise
GNG8	NA	grey
GNGT2	NA	blue
GNL1	NA	turquoise
GNL2	NA	turquoise
GNL3	NA	turquoise
GNL3L	NA	yellow
GNL3LP1	NA	brown
GNLY	NA	blue
GNMT	NA	red
GNPAT	NA	turquoise
GNPDA1	NA	turquoise
GNPDA2	NA	turquoise
GNPNAT1	NA	turquoise
GNPTAB	NA	blue
GNPTG	NA	turquoise
GNRH1	NA	turquoise
GNRH2	NA	yellow
GNRHR	NA	green
GNRHR2	NA	turquoise
GNRHR2P1	NA	blue
GNS	NA	brown
GOLGA1	NA	turquoise
GOLGA2	NA	green
GOLGA2P10	NA	turquoise
GOLGA2P5	NA	turquoise
GOLGA2P7	NA	blue
GOLGA3	NA	turquoise
GOLGA4	NA	turquoise
GOLGA4-AS1	NA	grey
GOLGA5	NA	green
GOLGA5P1	NA	turquoise
GOLGA6A	NA	grey
GOLGA6B	NA	turquoise
GOLGA6C	NA	green
GOLGA6D	NA	grey
GOLGA6L10	NA	turquoise
GOLGA6L17P	NA	turquoise
GOLGA6L23P	NA	grey
GOLGA6L3	NA	grey
GOLGA6L4	NA	turquoise
GOLGA6L5P	NA	turquoise
GOLGA6L9	NA	turquoise
GOLGA7	NA	red
GOLGA7B	NA	turquoise
GOLGA7B-DT	NA	grey
GOLGA8A	NA	turquoise
GOLGA8B	NA	turquoise
GOLGA8H	NA	red
GOLGA8IP	NA	grey
GOLGA8J	NA	brown
GOLGA8K	NA	grey
GOLGA8M	NA	turquoise
GOLGA8N	NA	blue
GOLGA8O	NA	turquoise
GOLGA8Q	NA	turquoise
GOLGA8R	NA	turquoise
GOLGA8S	NA	blue
GOLGA8T	NA	blue
GOLGA8VP	NA	turquoise
GOLGB1	NA	yellow
GOLIM4	NA	turquoise
GOLM1	NA	blue
GOLM2	NA	green
GOLM2P1	NA	grey
GOLPH3	NA	turquoise
GOLPH3-DT	NA	grey
GOLPH3L	NA	turquoise
GOLT1A	NA	blue
GOLT1B	NA	turquoise
GON4L	NA	turquoise
GON7	NA	turquoise
GOPC	NA	turquoise
GORAB	NA	turquoise
GORAB-AS1	NA	grey
GORASP1	NA	green
GORASP2	NA	turquoise
GOSR1	NA	turquoise
GOSR2	NA	turquoise
GOT1	NA	blue
GOT1-DT	NA	turquoise
GOT2	NA	turquoise
GOT2P3	NA	blue
GP1BA	NA	grey
GP1BB	NA	turquoise
GP5	NA	turquoise
GP6	NA	blue
GP6-AS1	NA	grey
GP9	NA	turquoise
GPA33	NA	turquoise
GPAA1	NA	turquoise
GPAA1P2	NA	grey
GPALPP1	NA	turquoise
GPAM	NA	turquoise
GPANK1	NA	brown
GPAT2	NA	turquoise
GPAT2P1	NA	grey
GPAT2P2	NA	grey
GPAT3	NA	brown
GPAT4	NA	turquoise
GPAT4-AS1	NA	turquoise
GPATCH1	NA	turquoise
GPATCH11	NA	turquoise
GPATCH2	NA	turquoise
GPATCH2L	NA	turquoise
GPATCH3	NA	turquoise
GPATCH4	NA	turquoise
GPATCH8	NA	turquoise
GPBAR1	NA	grey
GPBP1	NA	turquoise
GPBP1L1	NA	yellow
GPC1	NA	turquoise
GPC1-AS1	NA	grey
GPC2	NA	turquoise
GPC3	NA	grey
GPC4	NA	green
GPC5	NA	grey
GPC6	NA	grey
GPCPD1	NA	green
GPD1	NA	turquoise
GPD1L	NA	turquoise
GPD2	NA	turquoise
GPER1	NA	grey
GPHA2	NA	grey
GPHN	NA	turquoise
GPI	NA	turquoise
GPKOW	NA	turquoise
GPLD1	NA	grey
GPM6A	NA	green
GPM6B	NA	turquoise
GPN1	NA	turquoise
GPN2	NA	turquoise
GPN3	NA	turquoise
GPNMB	NA	yellow
GPR107	NA	green
GPR108	NA	brown
GPR12	NA	turquoise
GPR132	NA	turquoise
GPR135	NA	turquoise
GPR137	NA	turquoise
GPR137B	NA	blue
GPR137C	NA	turquoise
GPR141	NA	green
GPR141BP	NA	blue
GPR142	NA	turquoise
GPR143	NA	yellow
GPR146	NA	blue
GPR15	NA	turquoise
GPR150	NA	blue
GPR152	NA	grey
GPR153	NA	blue
GPR155	NA	green
GPR155-DT	NA	grey
GPR156	NA	grey
GPR157	NA	turquoise
GPR158	NA	grey
GPR160	NA	brown
GPR160P1	NA	grey
GPR161	NA	turquoise
GPR162	NA	red
GPR17	NA	grey
GPR171	NA	turquoise
GPR173	NA	yellow
GPR174	NA	turquoise
GPR176	NA	turquoise
GPR176-DT	NA	grey
GPR179	NA	turquoise
GPR18	NA	blue
GPR180	NA	turquoise
GPR182	NA	grey
GPR183	NA	turquoise
GPR19	NA	blue
GPR199P	NA	turquoise
GPR20	NA	grey
GPR22	NA	turquoise
GPR25	NA	blue
GPR27	NA	blue
GPR3	NA	blue
GPR31	NA	turquoise
GPR33	NA	blue
GPR34	NA	turquoise
GPR35	NA	brown
GPR37L1	NA	brown
GPR39	NA	grey
GPR4	NA	green
GPR42	NA	turquoise
GPR45	NA	blue
GPR52	NA	turquoise
GPR55	NA	turquoise
GPR61	NA	grey
GPR62	NA	grey
GPR63	NA	grey
GPR65	NA	turquoise
GPR68	NA	blue
GPR75	NA	turquoise
GPR79	NA	grey
GPR82	NA	turquoise
GPR83	NA	turquoise
GPR84	NA	turquoise
GPR85	NA	turquoise
GPR88	NA	grey
GPR89A	NA	turquoise
GPR89B	NA	turquoise
GPR89P	NA	grey
GPRASP1	NA	turquoise
GPRASP2	NA	turquoise
GPRC5A	NA	grey
GPRC5B	NA	grey
GPRC5C	NA	grey
GPRC5D	NA	yellow
GPRC5D-AS1	NA	brown
GPRIN1	NA	turquoise
GPRIN3	NA	turquoise
GPS1	NA	turquoise
GPS2	NA	turquoise
GPS2P1	NA	grey
GPSM1	NA	turquoise
GPSM2	NA	brown
GPSM3	NA	brown
GPT	NA	turquoise
GPT2	NA	turquoise
GPX1	NA	turquoise
GPX1P1	NA	turquoise
GPX2	NA	grey
GPX3	NA	blue
GPX4	NA	turquoise
GPX7	NA	turquoise
GRAMD1A	NA	brown
GRAMD1B	NA	turquoise
GRAMD1C	NA	yellow
GRAMD2A	NA	grey
GRAMD2B	NA	turquoise
GRAMD4	NA	turquoise
GRAP	NA	turquoise
GRAP2	NA	blue
GRAPL	NA	turquoise
GRAPLDR	NA	yellow
GRASLND	NA	turquoise
GRB10	NA	brown
GRB14	NA	turquoise
GRB2	NA	brown
GRB7	NA	turquoise
GREB1	NA	blue
GREB1L	NA	grey
GREM1	NA	grey
GREM2	NA	turquoise
GREP1	NA	turquoise
GRHL1	NA	blue
GRHL2	NA	grey
GRHL3	NA	grey
GRHPR	NA	turquoise
GRIA3	NA	grey
GRIA4	NA	green
GRID1	NA	turquoise
GRID2IP	NA	turquoise
GRIFIN	NA	turquoise
GRIK1	NA	yellow
GRIK1-AS1	NA	grey
GRIK3	NA	turquoise
GRIK4	NA	grey
GRIK5	NA	red
GRIN1	NA	blue
GRIN2C	NA	blue
GRIN2D	NA	grey
GRIN3A	NA	blue
GRIN3B	NA	green
GRINA	NA	blue
GRIP1	NA	turquoise
GRIP2	NA	yellow
GRIPAP1	NA	yellow
GRK2	NA	brown
GRK3	NA	turquoise
GRK3-AS1	NA	grey
GRK4	NA	turquoise
GRK5	NA	turquoise
GRK6	NA	brown
GRK6P1	NA	yellow
GRK7	NA	turquoise
GRM1	NA	grey
GRM2	NA	turquoise
GRM3-AS1	NA	grey
GRM4	NA	turquoise
GRM6	NA	turquoise
GRN	NA	brown
GRPEL1	NA	turquoise
GRPEL2	NA	turquoise
GRPR	NA	turquoise
GRSF1	NA	turquoise
GRTP1	NA	turquoise
GRWD1	NA	turquoise
GSAP	NA	turquoise
GSC	NA	grey
GSC2	NA	turquoise
GSDMA	NA	turquoise
GSDMB	NA	turquoise
GSDMC	NA	grey
GSDMD	NA	red
GSDME	NA	turquoise
GSE1	NA	turquoise
GSEC	NA	blue
GSG1	NA	grey
GSG1L	NA	blue
GSK3A	NA	brown
GSK3B	NA	brown
GSK3B-DT	NA	yellow
GSKIP	NA	turquoise
GSN	NA	brown
GSN-AS1	NA	brown
GSPT1	NA	blue
GSPT2	NA	turquoise
GSR	NA	green
GSS	NA	turquoise
GSTA1	NA	turquoise
GSTA4	NA	turquoise
GSTCD	NA	turquoise
GSTK1	NA	turquoise
GSTM1	NA	grey
GSTM2	NA	turquoise
GSTM3	NA	turquoise
GSTM4	NA	turquoise
GSTM5	NA	grey
GSTO1	NA	grey
GSTO2	NA	brown
GSTP1	NA	turquoise
GSTT2B	NA	red
GSTZ1	NA	turquoise
GSX1	NA	green
GTDC1	NA	turquoise
GTF2A1	NA	turquoise
GTF2A2	NA	turquoise
GTF2B	NA	turquoise
GTF2E1	NA	turquoise
GTF2E2	NA	turquoise
GTF2F1	NA	turquoise
GTF2F2	NA	turquoise
GTF2H1	NA	turquoise
GTF2H2	NA	yellow
GTF2H2B	NA	grey
GTF2H2C	NA	green
GTF2H3	NA	turquoise
GTF2H4	NA	turquoise
GTF2H5	NA	turquoise
GTF2I	NA	turquoise
GTF2I-AS1	NA	blue
GTF2IP1	NA	green
GTF2IP12	NA	green
GTF2IP13	NA	yellow
GTF2IP20	NA	yellow
GTF2IP23	NA	blue
GTF2IP4	NA	brown
GTF2IP7	NA	grey
GTF2IRD1	NA	turquoise
GTF2IRD1P1	NA	turquoise
GTF2IRD2	NA	turquoise
GTF2IRD2B	NA	turquoise
GTF2IRD2P1	NA	grey
GTF3A	NA	turquoise
GTF3C1	NA	turquoise
GTF3C2	NA	turquoise
GTF3C2-AS1	NA	yellow
GTF3C2-AS2	NA	turquoise
GTF3C3	NA	turquoise
GTF3C4	NA	turquoise
GTF3C5	NA	turquoise
GTF3C6	NA	blue
GTPBP1	NA	yellow
GTPBP10	NA	turquoise
GTPBP2	NA	turquoise
GTPBP3	NA	turquoise
GTPBP4	NA	turquoise
GTPBP6	NA	turquoise
GTPBP8	NA	turquoise
GTSCR1	NA	grey
GTSE1	NA	turquoise
GTSE1-DT	NA	blue
GTSF1	NA	turquoise
GTSF1L	NA	grey
GUCA1A	NA	green
GUCA1B	NA	turquoise
GUCD1	NA	green
GUCY1A1	NA	brown
GUCY1A2	NA	grey
GUCY1B1	NA	brown
GUCY1B2	NA	grey
GUCY2C	NA	grey
GUCY2C-AS1	NA	grey
GUCY2D	NA	turquoise
GUCY2GP	NA	turquoise
GUF1	NA	turquoise
GUK1	NA	green
GULP1	NA	brown
GUSB	NA	turquoise
GUSBP1	NA	turquoise
GUSBP11	NA	turquoise
GUSBP13	NA	blue
GUSBP14	NA	turquoise
GUSBP15	NA	turquoise
GUSBP18	NA	turquoise
GUSBP2	NA	turquoise
GUSBP3	NA	grey
GUSBP4	NA	grey
GUSBP5	NA	turquoise
GUSBP9	NA	turquoise
GVINP1	NA	turquoise
GVQW3	NA	turquoise
GXYLT1	NA	turquoise
GXYLT1P3	NA	turquoise
GXYLT2	NA	grey
GYG1	NA	brown
GYG2P1	NA	grey
GYPA	NA	green
GYPB	NA	blue
GYPC	NA	red
GYPE	NA	turquoise
GYS1	NA	turquoise
GZF1	NA	turquoise
GZMA	NA	brown
GZMB	NA	blue
GZMH	NA	blue
GZMK	NA	turquoise
GZMM	NA	blue
H1-0	NA	turquoise
H1-10	NA	turquoise
H1-10-AS1	NA	turquoise
H1-12P	NA	grey
H1-2	NA	blue
H1-3	NA	turquoise
H1-4	NA	grey
H1-6	NA	grey
H1-7	NA	turquoise
H1-9P	NA	turquoise
H19	NA	yellow
H2AB1	NA	green
H2AB2	NA	green
H2AB3	NA	green
H2AC11	NA	yellow
H2AC12	NA	grey
H2AC13	NA	turquoise
H2AC15	NA	grey
H2AC16	NA	grey
H2AC17	NA	grey
H2AC18	NA	brown
H2AC20	NA	grey
H2AC21	NA	green
H2AC3P	NA	yellow
H2AC6	NA	blue
H2AC7	NA	grey
H2AC8	NA	turquoise
H2AJ	NA	turquoise
H2AW	NA	blue
H2AX	NA	turquoise
H2AZ1	NA	green
H2AZ1-DT	NA	blue
H2AZ2	NA	turquoise
H2AZ2P1	NA	blue
H2AZP3	NA	grey
H2AZP4	NA	grey
H2BC11	NA	turquoise
H2BC12	NA	brown
H2BC12L	NA	turquoise
H2BC13	NA	grey
H2BC15	NA	grey
H2BC17	NA	grey
H2BC18	NA	brown
H2BC19P	NA	green
H2BC20P	NA	green
H2BC21	NA	blue
H2BC4	NA	brown
H2BC5	NA	brown
H2BC6	NA	blue
H2BC7	NA	blue
H2BC8	NA	yellow
H2BC9	NA	turquoise
H2BK1	NA	grey
H2BP1	NA	turquoise
H2BP2	NA	red
H2BP3	NA	grey
H2BP6	NA	turquoise
H2BP9	NA	turquoise
H2BU1	NA	turquoise
H2BW3P	NA	turquoise
H3-3A	NA	brown
H3-3A-DT	NA	blue
H3-3B	NA	brown
H3-4	NA	grey
H3-5	NA	grey
H3-7	NA	brown
H3C1	NA	grey
H3C10	NA	yellow
H3C11	NA	grey
H3C12	NA	red
H3C13	NA	grey
H3C15	NA	grey
H3C2	NA	grey
H3C3	NA	grey
H3C4	NA	grey
H3C6	NA	blue
H3C7	NA	grey
H3C8	NA	turquoise
H3P14	NA	blue
H3P16	NA	grey
H3P18	NA	turquoise
H3P25	NA	grey
H3P36	NA	yellow
H3P37	NA	blue
H3P4	NA	blue
H3P47	NA	grey
H3P6	NA	blue
H3Y2	NA	blue
H4-16	NA	turquoise
H4C11	NA	blue
H4C12	NA	brown
H4C14	NA	blue
H4C15	NA	grey
H4C3	NA	brown
H4C4	NA	blue
H4C5	NA	grey
H4C8	NA	brown
H4C9	NA	brown
H6PD	NA	turquoise
HAAO	NA	blue
HABP2	NA	blue
HABP4	NA	turquoise
HACD1	NA	turquoise
HACD2	NA	turquoise
HACD3	NA	turquoise
HACD4	NA	green
HACE1	NA	turquoise
HACL1	NA	turquoise
HADH	NA	turquoise
HADHA	NA	turquoise
HADHAP2	NA	blue
HADHB	NA	green
HAGH	NA	brown
HAGHL	NA	turquoise
HAGLR	NA	brown
HAL	NA	brown
HAMP	NA	blue
HAP1	NA	grey
HAPLN2	NA	blue
HAPLN3	NA	turquoise
HAR1A	NA	turquoise
HAR1B	NA	brown
HARBI1	NA	grey
HARS1	NA	turquoise
HARS2	NA	yellow
HAS1	NA	green
HAS3	NA	red
HASPIN	NA	blue
HAT1	NA	turquoise
HAUS1	NA	turquoise
HAUS1P1	NA	green
HAUS2	NA	turquoise
HAUS3	NA	turquoise
HAUS4	NA	blue
HAUS5	NA	turquoise
HAUS6	NA	turquoise
HAUS6P1	NA	turquoise
HAUS6P3	NA	grey
HAUS7	NA	turquoise
HAUS8	NA	turquoise
HAVCR1	NA	blue
HAVCR2	NA	blue
HAX1	NA	turquoise
HBA1	NA	red
HBA2	NA	red
HBB	NA	green
HBD	NA	green
HBE1	NA	yellow
HBEGF	NA	yellow
HBG1	NA	grey
HBG2	NA	brown
HBM	NA	green
HBP1	NA	brown
HBQ1	NA	green
HBS1L	NA	turquoise
HBZ	NA	yellow
HBZP1	NA	grey
HCAR1	NA	grey
HCAR2	NA	brown
HCAR3	NA	blue
HCCS	NA	turquoise
HCCS-DT	NA	turquoise
HCFC1	NA	turquoise
HCFC1-AS1	NA	grey
HCFC1R1	NA	turquoise
HCFC2	NA	turquoise
HCG11	NA	turquoise
HCG14	NA	blue
HCG17	NA	blue
HCG18	NA	turquoise
HCG20	NA	grey
HCG25	NA	blue
HCG27	NA	brown
HCG4	NA	turquoise
HCG4B	NA	grey
HCG9	NA	grey
HCG9P5	NA	brown
HCK	NA	brown
HCLS1	NA	brown
HCN2	NA	blue
HCN3	NA	turquoise
HCP5	NA	turquoise
HCP5B	NA	turquoise
HCRT	NA	blue
HCRTR1	NA	green
HCST	NA	turquoise
HDAC1	NA	turquoise
HDAC10	NA	turquoise
HDAC11	NA	turquoise
HDAC2	NA	yellow
HDAC2-AS2	NA	turquoise
HDAC3	NA	turquoise
HDAC4	NA	brown
HDAC4-AS1	NA	turquoise
HDAC5	NA	brown
HDAC6	NA	turquoise
HDAC7	NA	brown
HDAC8	NA	turquoise
HDAC9	NA	turquoise
HDC	NA	turquoise
HDDC2	NA	blue
HDDC3	NA	turquoise
HDGF	NA	turquoise
HDGFL2	NA	green
HDGFL3	NA	green
HDHD2	NA	turquoise
HDHD3	NA	turquoise
HDHD5	NA	turquoise
HDHD5-AS1	NA	grey
HDLBP	NA	green
HDX	NA	turquoise
HEATR1	NA	turquoise
HEATR3	NA	turquoise
HEATR4	NA	turquoise
HEATR5A	NA	yellow
HEATR5A-DT	NA	turquoise
HEATR5B	NA	turquoise
HEATR6	NA	turquoise
HEATR6-DT	NA	turquoise
HEATR9	NA	blue
HEBP1	NA	grey
HEBP2	NA	green
HECA	NA	yellow
HECTD1	NA	turquoise
HECTD2	NA	turquoise
HECTD3	NA	turquoise
HECTD4	NA	turquoise
HECW2	NA	brown
HECW2-AS1	NA	turquoise
HEG1	NA	blue
HEIH	NA	turquoise
HELB	NA	yellow
HELLPAR	NA	turquoise
HELLS	NA	turquoise
HELQ	NA	turquoise
HELZ	NA	turquoise
HELZ-AS1	NA	blue
HELZ2	NA	turquoise
HEMGN	NA	blue
HEMK1	NA	turquoise
HENMT1	NA	blue
HEPACAM	NA	turquoise
HEPACAM2	NA	turquoise
HEPH	NA	turquoise
HEPHL1	NA	turquoise
HERC1	NA	turquoise
HERC2	NA	turquoise
HERC2P2	NA	turquoise
HERC2P3	NA	turquoise
HERC2P4	NA	grey
HERC2P5	NA	grey
HERC2P7	NA	turquoise
HERC2P8	NA	grey
HERC2P9	NA	blue
HERC3	NA	green
HERC4	NA	yellow
HERC5	NA	turquoise
HERC6	NA	turquoise
HERPUD1	NA	green
HERPUD2	NA	turquoise
HERPUD2-AS1	NA	turquoise
HES1	NA	turquoise
HES4	NA	turquoise
HES6	NA	blue
HES7	NA	grey
HESX1	NA	turquoise
HEXA	NA	turquoise
HEXA-AS1	NA	turquoise
HEXB	NA	green
HEXD	NA	turquoise
HEXD-IT1	NA	turquoise
HEXIM1	NA	turquoise
HEXIM2	NA	grey
HEXIM2-AS1	NA	yellow
HEY1	NA	brown
HEY2	NA	blue
HEYL	NA	grey
HFE	NA	brown
HGD	NA	brown
HGF	NA	yellow
HGFAC	NA	grey
HGH1	NA	blue
HGS	NA	green
HGSNAT	NA	yellow
HHAT	NA	turquoise
HHATL	NA	blue
HHEX	NA	brown
HHIP-AS1	NA	blue
HHIPL1	NA	grey
HHIPL2	NA	grey
HHLA2	NA	turquoise
HHLA3	NA	turquoise
HHLA3-AS1	NA	turquoise
HIBADH	NA	turquoise
HIBCH	NA	turquoise
HIC1	NA	turquoise
HIC2	NA	turquoise
HID1	NA	turquoise
HIF1A	NA	green
HIF1A-AS1	NA	turquoise
HIF1A-AS3	NA	grey
HIF1AN	NA	turquoise
HIGD1A	NA	turquoise
HIGD1B	NA	turquoise
HIGD2A	NA	turquoise
HIKESHI	NA	turquoise
HIKESHIP2	NA	grey
HILPDA	NA	turquoise
HILPDA-AS1	NA	grey
HINFP	NA	turquoise
HINT1	NA	turquoise
HINT2	NA	turquoise
HINT3	NA	green
HIP1	NA	brown
HIP1R	NA	turquoise
HIPK1	NA	yellow
HIPK1-AS1	NA	grey
HIPK2	NA	turquoise
HIPK3	NA	brown
HIPK4	NA	turquoise
HIRA	NA	turquoise
HIRIP3	NA	turquoise
HIVEP1	NA	green
HIVEP2	NA	yellow
HIVEP2-DT	NA	turquoise
HIVEP3	NA	turquoise
HJURP	NA	turquoise
HJV	NA	blue
HK1	NA	turquoise
HK2	NA	brown
HK2-DT	NA	turquoise
HK2P1	NA	grey
HK3	NA	brown
HKDC1	NA	turquoise
HLA-A	NA	green
HLA-B	NA	brown
HLA-C	NA	brown
HLA-DMA	NA	turquoise
HLA-DMB	NA	turquoise
HLA-DOA	NA	turquoise
HLA-DOB	NA	turquoise
HLA-DPA1	NA	turquoise
HLA-DPB1	NA	turquoise
HLA-DPB2	NA	blue
HLA-DQA1	NA	turquoise
HLA-DQA2	NA	grey
HLA-DQB1	NA	turquoise
HLA-DQB1-AS1	NA	grey
HLA-DQB2	NA	turquoise
HLA-DRA	NA	turquoise
HLA-DRB1	NA	turquoise
HLA-DRB5	NA	turquoise
HLA-DRB6	NA	blue
HLA-E	NA	brown
HLA-F	NA	turquoise
HLA-F-AS1	NA	turquoise
HLA-G	NA	grey
HLA-H	NA	turquoise
HLA-J	NA	blue
HLA-K	NA	turquoise
HLA-L	NA	turquoise
HLA-U	NA	grey
HLA-V	NA	grey
HLA-W	NA	grey
HLCS	NA	blue
HLCS-AS1	NA	blue
HLF	NA	turquoise
HLTF	NA	turquoise
HLX	NA	brown
HLX-AS1	NA	grey
HM13	NA	brown
HM13-IT1	NA	blue
HMBOX1	NA	turquoise
HMBS	NA	turquoise
HMCES	NA	turquoise
HMCN1	NA	grey
HMG20A	NA	turquoise
HMG20B	NA	turquoise
HMGA1	NA	turquoise
HMGA1P2	NA	turquoise
HMGA1P3	NA	yellow
HMGA1P4	NA	grey
HMGA1P8	NA	turquoise
HMGA2	NA	turquoise
HMGA2-AS1	NA	grey
HMGB1	NA	turquoise
HMGB1P1	NA	red
HMGB1P14	NA	turquoise
HMGB1P19	NA	blue
HMGB1P20	NA	turquoise
HMGB1P3	NA	grey
HMGB1P31	NA	turquoise
HMGB1P5	NA	turquoise
HMGB1P6	NA	turquoise
HMGB1P8	NA	brown
HMGB1P9	NA	grey
HMGB2	NA	turquoise
HMGB2P1	NA	grey
HMGB3	NA	grey
HMGB3P22	NA	grey
HMGB3P24	NA	brown
HMGB3P32	NA	turquoise
HMGB3P4	NA	grey
HMGCL	NA	turquoise
HMGCR	NA	brown
HMGCS1	NA	turquoise
HMGN1	NA	turquoise
HMGN1P18	NA	grey
HMGN1P3	NA	grey
HMGN1P36	NA	grey
HMGN1P38	NA	turquoise
HMGN2	NA	turquoise
HMGN2P17	NA	green
HMGN2P4	NA	grey
HMGN2P46	NA	grey
HMGN2P48	NA	grey
HMGN2P5	NA	turquoise
HMGN3	NA	blue
HMGN3-AS1	NA	turquoise
HMGN4	NA	turquoise
HMGN5	NA	yellow
HMGXB3	NA	turquoise
HMGXB4	NA	turquoise
HMMR	NA	turquoise
HMOX1	NA	blue
HMOX2	NA	turquoise
HMSD	NA	blue
HMX2	NA	grey
HNF4A	NA	blue
HNMT	NA	yellow
HNRNPA0	NA	turquoise
HNRNPA1	NA	turquoise
HNRNPA1L2	NA	blue
HNRNPA1L3	NA	blue
HNRNPA1P10	NA	grey
HNRNPA1P14	NA	blue
HNRNPA1P16	NA	yellow
HNRNPA1P21	NA	turquoise
HNRNPA1P27	NA	grey
HNRNPA1P34	NA	green
HNRNPA1P35	NA	grey
HNRNPA1P36	NA	grey
HNRNPA1P37	NA	grey
HNRNPA1P49	NA	turquoise
HNRNPA1P50	NA	grey
HNRNPA1P52	NA	blue
HNRNPA1P53	NA	blue
HNRNPA1P54	NA	grey
HNRNPA1P59	NA	brown
HNRNPA1P62	NA	yellow
HNRNPA1P68	NA	turquoise
HNRNPA1P7	NA	blue
HNRNPA1P70	NA	grey
HNRNPA1P76	NA	turquoise
HNRNPA2B1	NA	turquoise
HNRNPA3	NA	turquoise
HNRNPA3P11	NA	grey
HNRNPA3P12	NA	turquoise
HNRNPA3P15	NA	turquoise
HNRNPA3P2	NA	grey
HNRNPA3P5	NA	grey
HNRNPA3P6	NA	blue
HNRNPA3P9	NA	yellow
HNRNPAB	NA	turquoise
HNRNPABP1	NA	grey
HNRNPC	NA	red
HNRNPCP1	NA	turquoise
HNRNPCP2	NA	grey
HNRNPCP4	NA	turquoise
HNRNPCP7	NA	blue
HNRNPD	NA	turquoise
HNRNPD-DT	NA	turquoise
