ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0050818	GO:0050818	regulation of coagulation	16/1648	75/18903	0.000627165980421767	0.00721608357551685	0.00537939241430841	ABAT/ANXA5/CD36/CEACAM1/EMILIN2/F12/F2RL1/F7/NFE2L2/PLAU/PLAUR/PRKCD/PROS1/PSEN1/SH2B3/THBD	16	MEbrown
GO:0006470	GO:0006470	protein dephosphorylation	39/1648	261/18903	0.000628793704064558	0.00722070898761075	0.0053828405321788	BOD1L1/CD300A/CD33/CNEP1R1/CTDP1/CTDSP2/DAPP1/DUSP18/DUSP3/DUSP6/FKBP1A/GNAI2/GSK3B/LILRB2/MTMR3/MTMR6/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1R9B/PPP2R5A/PPP3CA/PPP3R1/PPP4C/PPP4R1/PPP4R1L/PRKCD/PTEN/PTP4A3/PTPN6/PTPRC/PTPRE/PTPRJ/SSH2/SSH3/STYXL1/TGFB1	39	MEbrown
GO:0042987	GO:0042987	amyloid precursor protein catabolic process	15/1648	68/18903	0.000633157475382434	0.00725667448925665	0.00540965182735104	ABCG1/ADAM19/EFNA1/FKBP1A/FLOT2/GSK3A/IFNGR1/LYN/NCSTN/PICALM/PSEN1/RTN3/RTN4/SORL1/SP1	15	MEbrown
GO:0048638	GO:0048638	regulation of developmental growth	47/1648	332/18903	0.000638760003019167	0.00730667024812798	0.0054469222945242	ATP8A2/BCL2L11/CDKL5/CTDP1/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/DUSP6/EFNA5/FGF13/G6PD/GLI1/GSK3A/GSK3B/HLX/IFRD1/KIAA0319/LATS2/MAPK14/MUL1/NDEL1/NOTCH1/PTEN/RBPJ/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SIX1/SLIT1/SOX15/SPAG9/SPP1/STAT3/STAT5A/STAT5B/STK3/SYT2/TGFBR2/TP73/TWF2/ULK1/WWC3	47	MEbrown
GO:0010001	GO:0010001	glial cell differentiation	35/1648	227/18903	0.000656561303407064	0.00748124301425728	0.00557706150425384	ADORA2A/B4GALT5/C5AR1/CSK/CXCR4/DRD3/FGF5/GLI3/GPR37L1/GRN/IFNGR1/ITGB4/LIF/LPAR1/LRP1/LYN/MAPK3/NCSTN/NOTCH1/NRG1/PPP3R1/PRMT5/PSEN1/PTEN/RHOA/S100A8/SOX6/SPINT1/STAT3/TGFB1/TLR4/TMEM98/TNFRSF1B/TP73/VIM	35	MEbrown
GO:1990089	GO:1990089	response to nerve growth factor	12/1648	48/18903	0.000664393338653467	0.00754131244317452	0.00562184161618956	ACAP2/CBL/CORO1A/CRK/E2F1/EHD1/FOXO3/ID1/KCNC1/RAB35/RAPGEF2/SORT1	12	MEbrown
GO:0140632	GO:0140632	inflammasome complex assembly	8/1648	24/18903	0.00067602245373039	0.00762921125464699	0.0056873677696374	AIM2/CD36/MEFV/MYD88/NLRP3/PLCG2/TLR4/TLR6	8	MEbrown
GO:1905954	GO:1905954	positive regulation of lipid localization	21/1648	113/18903	0.000699459209379067	0.00787861224178219	0.00587328936606515	ABCG1/ACSL1/ATP8A2/AVPR1B/CD36/EEPD1/EHD1/LPCAT3/LRP1/NFKBIA/NR1H2/NTSR1/OSBPL11/OXT/PLIN3/PLIN5/PRELID1/PRKCD/RXRA/SPP1/TNFRSF11A	21	MEbrown
GO:0036151	GO:0036151	phosphatidylcholine acyl-chain remodeling	6/1648	14/18903	0.000706703001538089	0.00788482458723651	0.00587792049923626	LPCAT2/LPCAT3/MBOAT2/MBOAT7/NR1H2/PLB1	6	MEbrown
GO:0046348	GO:0046348	amino sugar catabolic process	6/1648	14/18903	0.000706703001538089	0.00788482458723651	0.00587792049923626	CHIT1/CTBS/MGAT1/NAGK/NPL/RENBP	6	MEbrown
GO:0010720	GO:0010720	positive regulation of cell development	44/1648	307/18903	0.000722474649283869	0.00800015697193418	0.00596389762919519	BAIAP2/CASS4/CDC42/CDKL5/CLEC7A/CRK/CUX1/CXCR4/CYFIP1/DBN1/DISC1/DOCK5/E2F1/EFNA5/F11R/GLI3/LIF/LYN/MME/MYADM/NDEL1/NEDD9/NEURL1/NOTCH1/NUMB/PLXNA2/PLXNB2/PLXNC1/PREX1/PRMT5/RAC1/RGS14/SHTN1/SMARCD3/SPINT1/TGFB1/TIAM2/TNFRSF1B/TP73/TRIB1/TRIOBP/TWF2/TYROBP/UNC13D	44	MEbrown
GO:0030166	GO:0030166	proteoglycan biosynthetic process	14/1648	62/18903	0.000741901570008817	0.00810010987853262	0.00603840977999233	B3GAT1/CANT1/CHST11/CHST13/CHST15/CHSY1/CSGALNACT1/DSE/EXT1/EXTL3/GAL3ST3/NDST1/TCF7L2/TM9SF2	14	MEbrown
GO:0007213	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	7/1648	19/18903	0.000743873611320004	0.00810010987853262	0.00603840977999233	CHRM2/CHRM3/GNAI2/GNAQ/GNB1/GRK2/RGS10	7	MEbrown
GO:0071800	GO:0071800	podosome assembly	7/1648	19/18903	0.000743873611320004	0.00810010987853262	0.00603840977999233	ASAP1/GSN/HCK/LCP1/MSN/RHOA/SH3PXD2B	7	MEbrown
GO:0097284	GO:0097284	hepatocyte apoptotic process	7/1648	19/18903	0.000743873611320004	0.00810010987853262	0.00603840977999233	ADAR/BCL2L1/BID/CFLAR/GSN/IGF1R/STK3	7	MEbrown
GO:0033280	GO:0033280	response to vitamin D	10/1648	36/18903	0.00075942575766096	0.00823900025484478	0.00614194874665412	ATP2B1/FES/KL/MN1/PTGS2/RXRA/SPP1/TPCN2/TRIM25/VDR	10	MEbrown
GO:0051402	GO:0051402	neuron apoptotic process	38/1648	255/18903	0.000772099010951677	0.00831523815999329	0.00619878201422187	ADAM8/ADORA2A/APAF1/ARRB2/BCL2L1/BCL2L11/BID/BTG2/CEBPB/CORO1A/CPEB4/DDIT3/DNAJC5/EGLN2/FADD/FOXB1/FOXO3/G6PD/GAPDH/GRN/GSK3A/ITGAM/KCNB1/MAP2K4/MAP3K11/MCL1/NAIP/NCSTN/NGFR/PPT1/PSEN1/RHOA/SIAH1/SIX1/SNCA/SOD2/TMBIM6/TYROBP	38	MEbrown
GO:0002526	GO:0002526	acute inflammatory response	21/1648	114/18903	0.000788316605522944	0.00841299478828925	0.00627165689977445	ADAM8/ALOX5AP/CD163/CEBPB/CNR1/CXCR2/EXT1/F12/FCGR1A/HLA-E/IL6R/KL/NLRP3/OSM/OSMR/PRCP/PTGS2/S100A8/SERPINA1/TNFRSF11A/TREM1	21	MEbrown
GO:0033002	GO:0033002	muscle cell proliferation	37/1648	247/18903	0.000814886875652521	0.00868082926667088	0.00647132015841309	CCL5/CFLAR/CYBA/DDIT3/EPHB1/FES/GLI1/GNAI2/GNAI3/IGF1R/IL12A/IL12B/IL18/IL6R/MAP3K5/MAPK14/MFN2/MMP9/MYD88/NDRG4/NOTCH1/PDGFD/PRKAR1A/PTAFR/PTEN/PTGS2/RBPJ/RHOA/SIX1/SOD2/TCF7L2/TGFB1/TGFBR2/TLR4/TP73/TRIB1/ZNF143	37	MEbrown
GO:0060759	GO:0060759	regulation of response to cytokine stimulus	29/1648	179/18903	0.000828767125408403	0.00881275656278141	0.00656966833973752	ADAR/AGPAT1/CASP4/CCL5/CD300LF/CXCR4/F2RL1/FADD/HSPA1A/HSPA1B/IL1R1/IL1RN/IRAK3/LAPTM5/MUL1/NAIP/NOL3/NR1H2/PADI2/PTPN6/PTPRC/SH2B3/SHARPIN/SPHK1/SYK/TICAM2/TLR4/TNFRSF1A/TSLP	29	MEbrown
GO:0003056	GO:0003056	regulation of vascular associated smooth muscle contraction	5/1648	10/18903	0.000868089188590356	0.00919768598918307	0.00685662267095601	ATP2B1/CHRM3/DOCK5/P2RX1/RHOA	5	MEbrown
GO:0010810	GO:0010810	regulation of cell-substrate adhesion	34/1648	222/18903	0.000877238832482555	0.00924513984978367	0.00689199822267642	ADAM15/BCL6/BST1/CASS4/CD36/CDC42/CORO1C/CRK/DISC1/DOCK5/DUSP3/EFNA5/GSK3B/ITGA5/JAG1/MAP4K4/MYADM/NEDD9/NOTCH1/PLAU/PPM1F/PREX1/PTEN/PTPRJ/RAC1/RAC2/RHOA/RIN2/SLC9A1/SPOCK1/TLN1/TRIOBP/UNC13D/VIT	34	MEbrown
GO:0010721	GO:0010721	negative regulation of cell development	30/1648	188/18903	0.000877276044140056	0.00924513984978367	0.00689199822267642	CORO1C/CTNNA1/DIP2B/DRD3/EFNA5/FGF13/GPR37L1/GSK3A/GSK3B/ID1/IFRD1/KIAA0319/MBP/NOTCH1/PPP3CA/PSEN1/PTEN/RAPGEF2/RFLNB/RTN4/S1PR3/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SLIT1/SORL1/SPP1/TMEM98/ULK1	30	MEbrown
GO:0090148	GO:0090148	membrane fission	11/1648	43/18903	0.000897001293394089	0.00936921031805776	0.00698448935431157	CHMP1A/CHMP2A/CHMP4B/CORO1C/EXOC6/SH3GLB1/TMCC1/TSG101/UBAP1/VPS37B/VPS37C	11	MEbrown
GO:0001503	GO:0001503	ossification	57/1648	429/18903	0.000899330617802759	0.00937691445924965	0.00699023258029457	ADAR/ALOX5/ATP2B1/BMP2K/CEBPB/CHSY1/CLEC5A/CLIC1/ESRRA/EXT1/FAM20C/FBN2/FGR/FSTL3/GLI1/GLI3/GSK3B/H3-3A/H3-3B/HDAC7/IGSF10/IL6R/JAG1/JUNB/JUND/KAZALD1/KL/MAPK14/MAPK3/MMP9/MN1/NBR1/NOTCH1/OSTF1/OXT/PDLIM7/PPP3CA/PRKACA/PTGS2/RASSF2/RBPJ/RFLNB/RHOA/RXRA/SBNO2/SGMS2/SLC8A1/SNX10/SORT1/SPP1/SRGN/TCIRG1/TGFB1/TNFRSF11A/TUFT1/VCAN/VDR	57	MEbrown
GO:1903034	GO:1903034	regulation of response to wounding	28/1648	172/18903	0.000935444658701836	0.0096848936457162	0.0072198226178967	ABAT/ALOX5/CD36/CEACAM1/CLEC7A/CRK/CXCR4/EMILIN2/F12/F2RL1/F7/GRN/IGF1R/KIAA0319/NDEL1/NFE2L2/PLAU/PLAUR/PRKCD/PROS1/PTEN/RGMA/SCARF1/SH2B3/SIGLEC10/SPP1/THBD/WFDC1	28	MEbrown
GO:0002507	GO:0002507	tolerance induction	9/1648	31/18903	0.000978362993426504	0.0100761125774048	0.0075114656028255	HLA-B/HLA-E/IRAK3/LGALS9/LILRB2/LILRB4/LYN/TGFBR2/XKR8	9	MEbrown
GO:0110148	GO:0110148	biomineralization	29/1648	181/18903	0.000992573160313009	0.0101868440547107	0.00759401288249748	ADORA2A/ALOX5/ATP2B1/BMP2K/CEBPB/FAM20A/FAM20C/FBN2/FGR/HEY1/KL/NBR1/NECTIN1/NOTCH1/PTGS2/RFLNB/RXRA/SBNO2/SGMS2/SLC24A4/SLC8A1/SNX10/SPP1/SRGN/TCIRG1/TGFB1/TSPEAR/TUFT1/VDR	29	MEbrown
GO:0050803	GO:0050803	regulation of synapse structure or activity	33/1648	215/18903	0.00099720169103572	0.0102165481076373	0.00761615643936114	ARHGAP22/BAIAP2/CDKL5/CFL1/CYFIP1/DBN1/DISC1/EFNA1/EFNA5/EGLN1/EPHB1/IGSF9/IL1RAP/LILRB2/LRFN2/LRRK2/MAPK14/NECTIN1/NEDD9/NEURL1/NTNG2/OXT/PPT1/PTEN/RHOA/SEMA4A/SIPA1L1/SIX1/SLIT1/SLITRK4/SNCA/TUBA1A/ZNF804A	33	MEbrown
GO:0022406	GO:0022406	membrane docking	18/1648	93/18903	0.00100495830147573	0.0102640107625483	0.00765153854699878	CHP1/CTBP2/EXOC6/ICAM1/KCNB1/MSN/NDRG4/PDZD8/RAB3D/RAB7A/RALB/STX10/STX11/STX12/STX3/STXBP2/VAMP3/VMP1	18	MEbrown
GO:0016485	GO:0016485	protein processing	37/1648	250/18903	0.00102144210075095	0.0104105803036745	0.00776080212043885	ADAM19/ADAM8/APAF1/ASPH/C1RL/CASP4/CPD/CPM/CPXM1/CTSS/CTSZ/ECE1/ENO1/ERO1A/F12/F7/FADD/FURIN/GLI3/GSN/HM13/LPCAT3/LRRK2/MME/NCSTN/NOL3/PCSK6/PGK1/PISD/PLAU/PLAUR/PRKACA/PSEN1/SRGN/THBD/TMEM98/VSIR	37	MEbrown
GO:0051924	GO:0051924	regulation of calcium ion transport	39/1648	268/18903	0.0010519346578027	0.0106813030015235	0.00796261846748495	ADORA2A/ARRB2/ATP2B1/BEST1/CCL5/CD33/CORO1A/CXCR4/CYBA/DRD3/FKBP1A/G6PD/GNAI2/GPR35/HOMER3/JAK3/KCNE1/LILRA2/LILRB2/LYN/NTSR1/OPRL1/P2RX1/PLCG2/PPP3CA/PPP3R1/PRKACA/PTGS2/PTPN6/RHOA/RYR2/SLC8A1/SLC8B1/SLC9A1/SNCA/STAC3/TLR9/TMBIM6/VMP1	39	MEbrown
GO:0006606	GO:0006606	protein import into nucleus	27/1648	165/18903	0.00105516271878083	0.0106813030015235	0.00796261846748495	AKIRIN2/BCL3/CD36/CHP1/E2F3/FAM53C/GLI3/HCLS1/HYAL2/KPNB1/LRRK2/MAPK14/NFKBIA/NOTCH1/NUP214/NUP98/PPP3CA/PPP3R1/PRKCD/PSEN1/PTGS2/PTTG1IP/SQSTM1/STAT3/STK3/SYK/TGFB1	27	MEbrown
GO:0002577	GO:0002577	regulation of antigen processing and presentation	7/1648	20/18903	0.00105888320368184	0.0106813030015235	0.00796261846748495	CD68/FGL2/HFE/LILRB2/NOD2/SLC11A1/WAS	7	MEbrown
GO:0010889	GO:0010889	regulation of sequestering of triglyceride	6/1648	15/18903	0.00109132169520349	0.0109709489871054	0.00817854160659056	ABHD5/OSBPL11/OSBPL8/PLIN3/PLIN5/PNPLA2	6	MEbrown
GO:0006509	GO:0006509	membrane protein ectodomain proteolysis	11/1648	44/18903	0.0011030628830751	0.0110512643608765	0.00823841451519748	ADAM19/ADAM8/ADAM9/FURIN/NCSTN/NRDC/PSEN1/RGMA/TIMP2/TIMP4/TNFRSF1B	11	MEbrown
GO:0031214	GO:0031214	biomineral tissue development	28/1648	174/18903	0.00112253754558407	0.0112082520017555	0.00835544449630106	ALOX5/ATP2B1/BMP2K/CEBPB/FAM20A/FAM20C/FBN2/FGR/HEY1/KL/NBR1/NECTIN1/NOTCH1/PTGS2/RFLNB/RXRA/SBNO2/SGMS2/SLC24A4/SLC8A1/SNX10/SPP1/SRGN/TCIRG1/TGFB1/TSPEAR/TUFT1/VDR	28	MEbrown
GO:0006638	GO:0006638	neutral lipid metabolic process	23/1648	133/18903	0.00112663267850195	0.0112111370085388	0.00835759518974065	ABHD12B/ABHD2/ABHD5/ACSL1/APOBR/CNEP1R1/DGAT1/DGAT2/DGKG/GK/GPAT3/MBOAT7/NKX2-3/NR1H2/PANK2/PGS1/PLB1/PLIN5/PNPLA1/PNPLA2/SLC22A4/SNCA/SORL1	23	MEbrown
GO:0098657	GO:0098657	import into cell	37/1648	252/18903	0.00118344792631846	0.0116974693522517	0.0087201426149781	ACSL1/ACTB/CACNA1E/CD36/DRD3/FLOT1/HFE/KCNJ15/KCNJ2/KCNQ1/NEURL1B/NTSR1/P2RX1/PPP3CA/PPP3R1/PSEN1/SLC12A6/SLC15A3/SLC15A4/SLC19A1/SLC22A1/SLC22A4/SLC24A4/SLC27A2/SLC29A4/SLC2A3/SLC36A1/SLC43A2/SLC6A6/SLC8A1/SLC9A1/SLC9C2/SNCA/STEAP4/TRPM2/TRPV4/TSG101	37	MEbrown
GO:0050807	GO:0050807	regulation of synapse organization	32/1648	209/18903	0.00122917800170709	0.0120023422100097	0.0089474169697148	ARHGAP22/BAIAP2/CDKL5/CFL1/CYFIP1/DBN1/DISC1/EFNA1/EFNA5/EGLN1/EPHB1/IGSF9/IL1RAP/LILRB2/LRFN2/LRRK2/MAPK14/NECTIN1/NEDD9/NEURL1/NTNG2/OXT/PTEN/RHOA/SEMA4A/SIPA1L1/SIX1/SLIT1/SLITRK4/SNCA/TUBA1A/ZNF804A	32	MEbrown
GO:0034504	GO:0034504	protein localization to nucleus	43/1648	306/18903	0.00123059152857679	0.0120023422100097	0.0089474169697148	AKIRIN2/BANP/BCL3/CD36/CHP1/CNEP1R1/CTNNA1/E2F3/FAM53C/GLI3/GLUL/GSK3B/HCLS1/HHEX/HYAL2/KPNB1/LATS2/LIF/LILRB4/LIMK2/LRRK2/MAPK14/NFKBIA/NGFR/NOTCH1/NUAK2/NUP214/NUP98/OSBPL8/PPP3CA/PPP3R1/PRKCD/PSEN1/PTGS2/PTTG1IP/SIX1/SQSTM1/STAT3/STK3/SYK/TGFB1/TMEM98/TRIM8	43	MEbrown
GO:0031346	GO:0031346	positive regulation of cell projection organization	48/1648	352/18903	0.00127608823813301	0.0123642036362525	0.0092171747394233	ARAP1/ATP8A2/BAIAP2/CAMK1D/CDC42/CDC42EP1/CDC42EP3/CDC42EP4/CDKL5/CFLAR/CNR1/CORO1C/CUX1/CYFIP1/DBN1/DEF8/DISC1/DLG4/EFNA5/EHD1/F2RL1/FES/GRN/GSK3B/IGF1R/LYN/MARK2/MARK4/NDEL1/NDRG4/NEDD9/NEURL1/NFE2L2/PLEKHM1/PLXNA2/PLXNB2/PLXNC1/RAC1/RAC2/RAPGEF2/RIPOR2/SCARF1/SHTN1/STYXL1/TIAM2/TRIM67/TWF2/ZNF804A	48	MEbrown
GO:0002090	GO:0002090	regulation of receptor internalization	13/1648	59/18903	0.00144148625783609	0.0136964444272781	0.0102103237142482	ARF1/ARRB2/CD63/DLG4/DRD3/FLOT1/LRPAP1/NUMB/PLCG2/PPP3R1/RIN3/SDCBP/SYK	13	MEbrown
GO:0061025	GO:0061025	membrane fusion	28/1648	177/18903	0.00146383613051095	0.0137285726704061	0.0102342744384269	CHMP1A/CHMP2A/CHMP4B/CHP1/CORO1A/DYSF/FOLR3/GCA/GNAI3/HYAL2/LLCFC1/NSFL1C/PLEKHM1/RAB34/RAB7A/RUBCNL/SNAP23/SNCA/SPHK1/STX10/STX11/STX12/STX3/TOM1/UBXN2B/VAMP3/VAPA/VPS8	28	MEbrown
GO:0003177	GO:0003177	pulmonary valve development	7/1648	21/18903	0.00146978911236032	0.0137285726704061	0.0102342744384269	HEY1/JAG1/NOTCH1/NOTCH2/RBPJ/TNFRSF1A/TNFRSF1B	7	MEbrown
GO:0061314	GO:0061314	Notch signaling involved in heart development	5/1648	11/18903	0.00147749364675563	0.0137285726704061	0.0102342744384269	HEY1/JAG1/NOTCH1/NOTCH2/RBPJ	5	MEbrown
GO:0071394	GO:0071394	cellular response to testosterone stimulus	5/1648	11/18903	0.00147749364675563	0.0137285726704061	0.0102342744384269	IGF1R/MSN/NCF1/NCOA4/SPP1	5	MEbrown
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	43/1648	310/18903	0.00159163682795335	0.0146276638899737	0.0109045222862655	ABAT/ABCG1/ACSL4/ADAM8/ADAM9/ADORA2A/BBC3/BCAP31/CD33/CHP1/EDEM2/F2RL1/GLI3/GLUL/GSK3A/GSK3B/HCAR2/HCLS1/HYAL2/ITGAM/ITGB2/KCNB1/MAPK14/NPEPPS/NR1H2/OAZ2/PLK3/PRKACA/PRKCD/PSEN1/PTGS2/PTP4A3/RAC2/RAPGEF3/RIPOR1/SH3GLB1/SORL1/TCF7L2/TGFB1/TLR4/TRPM2/TSG101/UBE2D3	43	MEbrown
GO:0034393	GO:0034393	positive regulation of smooth muscle cell apoptotic process	6/1648	16/18903	0.00161809536030463	0.0147101848264731	0.0109660393814017	E2F3/IL12A/IL12B/MAP2K4/MFN2/SOD2	6	MEbrown
GO:0006816	GO:0006816	calcium ion transport	57/1648	440/18903	0.00163192444269907	0.0147954952186252	0.0110296359392301	ADORA2A/ARRB2/ATP2B1/ATP2B2/BEST1/CACNA1E/CCL5/CD33/CORO1A/CXCR4/CYBA/DDIT3/DRD3/ERO1A/FKBP1A/G6PD/GNAI2/GPR35/HOMER3/JAK3/KCNE1/LILRA2/LILRB2/LYN/MICU1/NOL3/NTSR1/OPRL1/ORAI2/ORAI3/P2RX1/PLCG2/PPP3CA/PPP3R1/PRKACA/PSEN1/PTGS2/PTPN6/PTPRC/RAMP1/RHOA/RYR2/SLC24A4/SLC8A1/SLC8B1/SLC9A1/SNCA/STAC3/TLR9/TMBIM6/TPCN2/TRPM2/TRPM6/TRPV4/VDR/VMP1/XCR1	57	MEbrown
GO:1990090	GO:1990090	cellular response to nerve growth factor stimulus	11/1648	46/18903	0.00163250244306678	0.0147954952186252	0.0110296359392301	ACAP2/CBL/CORO1A/CRK/E2F1/EHD1/FOXO3/ID1/RAB35/RAPGEF2/SORT1	11	MEbrown
GO:0048771	GO:0048771	tissue remodeling	28/1648	179/18903	0.00173820352792951	0.0156332167679889	0.0116541343809111	ADAM8/CAPN1/CCR2/CEACAM1/CSK/DEF8/EXT1/IL12B/IL18/JAG1/LIF/LRRK1/NOL3/NOTCH2/PLEKHM1/PPP3CA/RAB3D/RAB7A/RASSF2/RBPJ/SNX10/SPP1/SYK/TCIRG1/TGFB1/TMBIM1/TNFRSF11A/VDR	28	MEbrown
GO:0048661	GO:0048661	positive regulation of smooth muscle cell proliferation	18/1648	98/18903	0.00187239600143776	0.0167125527946513	0.012458749789471	CCL5/CYBA/GNAI2/GNAI3/IGF1R/IL18/IL6R/MAP3K5/MFN2/MMP9/MYD88/PDGFD/PTAFR/PTGS2/TGFB1/TGFBR2/TLR4/ZNF143	18	MEbrown
GO:0022600	GO:0022600	digestive system process	19/1648	106/18903	0.00190962604797899	0.0169933641218191	0.0126680869330074	CD36/CHRM3/CRACD/DRD3/F11R/HRH2/KCNQ1/LPCAT3/NOD2/NR1H2/OPRL1/OXT/PPP3CA/SGK1/SNX10/TLR4/TLR9/TYMP/VDR	19	MEbrown
GO:0030278	GO:0030278	regulation of ossification	21/1648	122/18903	0.00192018245489874	0.0170615306814607	0.0127189032338454	ALOX5/ATP2B1/BMP2K/CHSY1/ESRRA/FAM20C/FBN2/KL/MAPK14/MAPK3/NBR1/NOTCH1/OXT/RBPJ/RFLNB/RXRA/SGMS2/SLC8A1/SRGN/TGFB1/VDR	21	MEbrown
GO:0042113	GO:0042113	B cell activation	47/1648	350/18903	0.00195396348840378	0.0173355405273896	0.0129231700596395	ADGRG3/AKIRIN2/BCL3/BCL6/BST1/CD300A/CR1/FNIP1/HDAC4/HDAC5/HHEX/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/IL4I1/JAK3/LAPTM5/LAT2/LYN/MNDA/NFAM1/NKX2-3/NOD2/NOTCH2/PELI1/PIK3CD/PLCG2/PRKCD/PTEN/PTPN6/PTPRC/PTPRJ/RBPJ/SKAP2/SLC15A4/SPI1/STAT5B/SYK/TCIRG1/TGFB1/THEMIS2/TLR4/TLR9/TNFSF13/TYROBP/ZFP36L1	47	MEbrown
GO:0090199	GO:0090199	regulation of release of cytochrome c from mitochondria	11/1648	47/18903	0.00196612761565352	0.0173910777534758	0.0129645715386542	ARRB2/BBC3/BCL2L1/BCL2L11/BID/MMP9/NOL3/PLAUR/PPIF/PRELID1/TNFSF10	11	MEbrown
GO:0015874	GO:0015874	norepinephrine transport	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	ACTB/ADORA2A/KCNB1/OXT/SLC22A1/SLC29A4/SNCA	7	MEbrown
GO:0051767	GO:0051767	nitric-oxide synthase biosynthetic process	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	JAK3/LRRK2/MAP2K4/NAMPT/NOD2/TLR4/TLR9	7	MEbrown
GO:0072574	GO:0072574	hepatocyte proliferation	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	CEACAM1/CEBPB/CFLAR/GLI1/NOTCH2/RPS6KA1/TGFA	7	MEbrown
GO:0072575	GO:0072575	epithelial cell proliferation involved in liver morphogenesis	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	CEACAM1/CEBPB/CFLAR/GLI1/NOTCH2/RPS6KA1/TGFA	7	MEbrown
GO:1990840	GO:1990840	response to lectin	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	CLEC7A/LYN/PAK1/PAK2/PLCG2/SYK/TYROBP	7	MEbrown
GO:1990858	GO:1990858	cellular response to lectin	7/1648	22/18903	0.00199506187372752	0.0174117177750057	0.0129799581086803	CLEC7A/LYN/PAK1/PAK2/PLCG2/SYK/TYROBP	7	MEbrown
GO:0043409	GO:0043409	negative regulation of MAPK cascade	28/1648	181/18903	0.0020556981065855	0.0178615303036802	0.0133152810133127	CD300A/CSK/DUSP3/DUSP6/EFNA1/F2RL1/HIPK3/HMGCR/HYAL2/IGF1R/IRAK3/LIF/LILRB4/LYN/NLRP12/PRKCD/PTEN/PTPN6/PTPRC/PTPRJ/RGS14/RNF149/SH2B3/SIRPA/SORL1/TLR4/TLR9/TNIP1	28	MEbrown
GO:0051156	GO:0051156	glucose 6-phosphate metabolic process	8/1648	28/18903	0.00208576155707561	0.0180164535670564	0.0134307720576007	G6PD/HK2/HK3/PGAM1/PGD/PGLS/TALDO1/TKT	8	MEbrown
GO:0002440	GO:0002440	production of molecular mediator of immune response	45/1648	333/18903	0.00212522196043242	0.0183036294867067	0.0136448538302925	ARID5A/BCL10/BCL6/CCR2/CD36/CD55/CLEC7A/CLNK/CR1/CYREN/F2RL1/HFE/HLA-E/IGKV1-9/IGKV6-21/IGLV4-3/IGLV7-43/IL18/IL1R1/IL4R/IRAK3/JAK3/LAPTM5/LILRB4/LITAF/MAPKAPK2/MYD88/NLRP3/NLRX1/NOD2/PLCG2/POLL/PTPRC/SCIMP/SLAMF9/SLC15A4/SYK/TGFB1/TLR4/TLR9/TMBIM6/TNFRSF1B/TNFSF13/TREM1/UBE2J1	45	MEbrown
GO:0070372	GO:0070372	regulation of ERK1 and ERK2 cascade	43/1648	315/18903	0.00217059255176585	0.0186670959451863	0.0139158081075177	ARRB2/BMPER/C5AR1/C5AR2/CCL5/CD36/CEACAM1/CFLAR/CSK/DUSP3/DUSP6/EPHB1/F2RL1/FPR2/GLIPR2/GNAI2/ICAM1/LGALS9/LIF/LYN/MAPK3/NDRG4/NLRP12/NOD2/NOTCH1/NOTCH2/NRG1/PDGFD/PRMT5/PTEN/PTPN6/PTPRC/RAPGEF2/RGS14/SCIMP/SIRPA/SYK/TGFB1/TLR4/TLR9/TNFRSF11A/TNIP1/TRPV4	43	MEbrown
GO:0045861	GO:0045861	negative regulation of proteolysis	47/1648	352/18903	0.00219276152571041	0.0188028502881514	0.0140170092473207	ADORA2A/APLP2/ARRB2/BAG6/COL7A1/CPAMD8/CR1/CSTB/CTSZ/EFNA1/FNIP1/FURIN/GABARAPL2/GAPDH/HFE/LRP1/LRRK2/MMP9/N4BP1/NAIP/NOL3/NR1H2/PAK2/PICALM/PLAU/PLAUR/PROS1/PSEN1/PTGS2/RAF1/RENBP/RPS6KA1/RYBP/SDCBP/SERPINA1/SERPINB1/SNCA/SORL1/SPINT1/SPINT2/SPOCK1/TIMP2/TIMP4/TMEM98/TNFSF14/TRIM21/WFDC1	47	MEbrown
GO:0046902	GO:0046902	regulation of mitochondrial membrane permeability	13/1648	62/18903	0.00231639620007319	0.019589038977501	0.0146030913550794	BBC3/BCL2L1/BCL2L11/BID/BNIP3L/GSK3A/GSK3B/HK2/HSPA1A/MUL1/NOL3/PPIF/SLC9A1	13	MEbrown
GO:0090594	GO:0090594	inflammatory response to wounding	6/1648	17/18903	0.00231769821207234	0.019589038977501	0.0146030913550794	ALOX5/CCR2/GRN/SIGLEC10/TGFB1/TLR4	6	MEbrown
