ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type	
GO:0009612	GO:0009612	response to mechanical stimulus	33/1696	202/18862	0.000560025	0.025387808	0.023618537	ANGPT2/CACNB3/CASP5/CHI3L1/CHRNA9/COL1A1/FOS/FOSL1/GADD45A/GOT1/HPN/IHH/IL1B/MDK/MEIS2/MMP14/NRXN1/NRXN2/P2RY1/PDE2A/PHF24/PKDREJ/PPARG/PPL/PTCH1/RETN/SERPINE2/SLC2A1/SRC/STRC/TLR3/TLR5/TNFRSF8	33	blue
GO:0042088	GO:0042088	T-helper 1 type immune response	11/1696	41/18862	0.000751865	0.03239089	0.030133576	CD80/HAVCR2/HRAS/IL12RB1/IL1B/IL23A/IL23R/RELB/SPN/TNFSF4/XCL1	11	blue
GO:0006968	GO:0006968	cellular defense response	13/1696	54/18862	0.00079586	0.034074616	0.031699963	CCR5/CX3CR1/FOSL1/GNLY/KIR3DL2/KLRC2/KLRC3/KLRG1/NCR1/PRF1/RAB23/SH2D1A/SPN	13	blue
GO:0050862	GO:0050862	positive regulation of T cell receptor signaling pathway	6/1696	14/18862	0.000833925	0.035400379	0.032933333	ADA/CARD11/CD226/CD81/LCK/NECTIN2	6	blue
GO:0090027	GO:0090027	negative regulation of monocyte chemotaxis	4/1696	6/18862	0.000842276	0.035400379	0.032933333	CCN3/DUSP1/SLAMF8/SLIT2	4	blue
GO:0007620	GO:0007620	copulation	7/1696	19/18862	0.000895883	0.036552028	0.034004724	ADA/EDNRB/OXTR/P2RY1/PI3/SEMG1/SERPINE2	7	blue
GO:0042755	GO:0042755	eating behavior	9/1696	30/18862	0.000940271	0.038138702	0.035480824	BBS12/GDF15/GHRL/HCRT/LEP/OPRD1/OXTR/P2RY1/TRH	9	blue
GO:0033013	GO:0033013	tetrapyrrole metabolic process	14/1696	62/18862	0.001005225	0.039841373	0.037064836	BDH2/CD320/CTRC/FECH/HMOX1/HPX/MMAA/MMAB/PGRMC1/PRSS1/SPTA1/SRRD/TCN2/TSPO	14	blue
GO:0051348	GO:0051348	negative regulation of transferase activity	43/1696	296/18862	0.001156655	0.045126677	0.041981808	BAG2/CDKN2A/CDKN2C/CDKN2D/CEBPA/CIT/DUSP1/DUSP14/DUSP2/DUSP29/DUSP5/DUSP8/GADD45A/GCKR/HEG1/IFNG/IL1B/IRS2/LAX1/MSTN/ORMDL3/PAQR3/PIF1/PIP4K2A/PPARG/PRKAR1B/PTPRB/PYCARD/RGS2/RPL11/RPL23/RPS7/RPTOR/SFRP1/SFRP2/SMAD7/SOCS1/SPRED3/SPRY3/SRC/SRCIN1/WWTR1/ZFYVE28	43	blue
GO:0061383	GO:0061383	trabecula morphogenesis	11/1696	43/18862	0.001158095	0.045126677	0.041981808	ADAMTS1/BMPR1A/COL1A1/FHL2/HEG1/HEY2/PLXNB1/SFRP1/TEK/TGFBR3/WNT10B	11	blue
GO:0032102	GO:0032102	negative regulation of response to external stimulus	54/1696	394/18862	0.001188832	0.046065563	0.042855264	ADA/ADTRP/AIF1/ANGPT2/ARG2/C1QTNF1/C1QTNF12/CACNB3/CCN3/CX3CL1/DUSP1/GATA3/GHRL/GRIN3A/HAMP/HAVCR2/IL2/IL20RB/KLF4/KLRC4-KLRK1/KLRD1/KLRK1/KREMEN1/LEP/LTF/MDK/METRNL/NENF/NLRP6/NUCB2/PDGFA/PHLDB2/PLAT/PLG/PPARG/PROC/RORA/RTN4R/SEMA4C/SEMA5A/SEMA6C/SERPINB2/SERPINE2/SIGIRR/SLAMF8/SLC6A3/SLIT2/SMPDL3B/SYT11/TEK/TNFAIP6/TRAF3IP1/TYRO3/WNT5A	54	blue
GO:0035988	GO:0035988	chondrocyte proliferation	7/1696	20/18862	0.001272088	0.048479128	0.045100628	CCN3/DDR2/IHH/LTF/MMP14/MUSTN1/SMAD7	7	blue
GO:0061484	GO:0061484	hematopoietic stem cell homeostasis	6/1696	15/18862	0.001284624	0.048689368	0.045296216	ADGRG1/ARMCX5-GPRASP2/CCN3/FSTL1/GLIS2/MYCT1	6	blue
hsa03010	hsa03010	Ribosome	43/788	167/8273	6.97E-10	2.31E-07	2.25E-07	FAU/MRPL1/MRPL10/MRPL13/MRPL22/RPL10A/RPL11/RPL14/RPL15/RPL17/RPL21/RPL22/RPL23/RPL26/RPL27/RPL27A/RPL3/RPL30/RPL31/RPL34/RPL35/RPL35A/RPL36A/RPL36A-HNRNPH2/RPL39/RPL41/RPL7/RPL9/RPLP1/RPS10/RPS10-NUDT3/RPS14/RPS15A/RPS17/RPS18/RPS21/RPS24/RPS25/RPS27/RPS29/RPS3A/RPS7/RSL24D1	43	blue
hsa05171	hsa05171	Coronavirus disease - COVID-19	49/788	232/8273	5.52E-08	9.16E-06	8.92E-06	C4A/C8B/FAU/FOS/IFNA21/IL1B/IL2/OAS2/PIK3R3/RPL10A/RPL11/RPL14/RPL15/RPL17/RPL21/RPL22/RPL23/RPL26/RPL27/RPL27A/RPL3/RPL30/RPL31/RPL34/RPL35/RPL35A/RPL36A/RPL36A-HNRNPH2/RPL39/RPL41/RPL7/RPL9/RPLP1/RPS10/RPS10-NUDT3/RPS14/RPS15A/RPS17/RPS18/RPS21/RPS24/RPS25/RPS27/RPS29/RPS3A/RPS7/RSL24D1/TLR2/TLR3	49	blue
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	32/788	132/8273	4.83E-07	5.34E-05	5.20E-05	CD244/CD247/FASLG/FCER1G/FCGR3A/GZMB/HRAS/IFNA21/IFNG/KIR2DL1/KIR2DL3/KIR2DS4/KIR3DL1/KIR3DL2/KLRC2/KLRC3/KLRC4-KLRK1/KLRD1/KLRK1/LAT/LCK/NCR1/NCR3/NFATC2/PIK3R3/PPP3CC/PRF1/SH2D1A/SH2D1B/ULBP2/ULBP3/ZAP70	32	blue
hsa05321	hsa05321	Inflammatory bowel disease	18/788	65/8273	2.29E-05	0.001903488	0.001852793	GATA3/IFNG/IL12RB1/IL12RB2/IL18RAP/IL1A/IL1B/IL2/IL21/IL21R/IL23A/IL23R/MAF/RORA/STAT4/TBX21/TLR2/TLR5	18	blue
hsa04060	hsa04060	Cytokine-cytokine receptor interaction	50/788	295/8273	3.40E-05	0.002255739	0.002195663	ACKR3/BMPR1A/CCL22/CCL27/CCL28/CCL3/CCL4/CCL4L2/CCR1/CCR5/CSF1R/CX3CL1/CX3CR1/CXCL1/CXCL16/CXCL2/CXCR6/EPOR/FASLG/GDF15/IFNA21/IFNG/IL12RB1/IL12RB2/IL17D/IL18RAP/IL1A/IL1B/IL1R2/IL2/IL20RB/IL21/IL21R/IL23A/IL23R/IL24/IL2RB/INHA/INHBB/INHBC/LEP/LIFR/MSTN/PRLR/TNFRSF18/TNFRSF8/TNFSF13B/TNFSF4/XCL1/XCL2	50	blue
hsa05332	hsa05332	Graft-versus-host disease	13/788	42/8273	8.96E-05	0.004956521	0.004824515	CD80/FASLG/GZMB/IFNG/IL1A/IL1B/IL2/KIR2DL1/KIR2DL3/KIR3DL1/KIR3DL2/KLRD1/PRF1	13	blue
hsa04658	hsa04658	Th1 and Th2 cell differentiation	20/788	92/8273	0.000330211	0.015661432	0.015244323	CD247/DLL3/FOS/GATA3/IFNG/IL12RB1/IL12RB2/IL2/IL2RB/JAG2/LAT/LCK/MAF/NFATC2/PPP3CC/PRKCQ/RUNX3/STAT4/TBX21/ZAP70	20	blue
hsa04061	hsa04061	Viral protein interaction with cytokine and cytokine receptor	21/788	100/8273	0.000389993	0.016184698	0.015753653	ACKR3/CCL22/CCL27/CCL28/CCL3/CCL4/CCL4L2/CCR1/CCR5/CSF1R/CX3CL1/CX3CR1/CXCL1/CXCL2/IL18RAP/IL2/IL20RB/IL24/IL2RB/XCL1/XCL2	21	blue
GO:0042119	GO:0042119	neutrophil activation	186/1636	500/18862	9.70E-72	6.90E-68	5.40E-68	ACAA1/ADAM8/ADGRE3/ADGRE5/ADGRG3/ALDH3B1/ALOX5/AMPD3/ANPEP/APAF1/ARHGAP9/ARL8A/ARPC5/ASAH1/ATG7/ATP11A/ATP6V0A1/BST1/C5AR1/CAB39/CAMP/CANT1/CAP1/CAPN1/CCL5/CD14/CD300A/CD33/CD36/CD53/CD55/CD59/CD63/CD68/CD93/CDA/CEACAM1/CEACAM3/CFD/CFP/CHIT1/CKAP4/CLEC12A/CLEC5A/CMTM6/CNN2/CPPED1/CR1/CREG1/CSTB/CTSA/CTSD/CTSS/CTSZ/CXCR1/CXCR2/CYBA/CYBB/CYFIP1/DGAT1/DNAJC3/DNAJC5/DNASE1L1/DOK3/DYNC1LI1/ERP44/F2RL1/FCAR/FCGR2A/FCGR3B/FCN1/FGL2/FGR/FOLR3/FPR1/FPR2/GAA/GCA/GLA/GLB1/GMFG/GNS/GRN/GSN/GYG1/HK3/HLA-B/HLA-C/HRNR/HSPA1A/HSPA1B/HSPA6/IGF2R/IL18/IMPDH1/IQGAP1/ITGAM/ITGAX/ITGB2/KPNB1/LAMP1/LAMP2/LILRA2/LILRB2/LILRB3/LRG1/LTA4H/LYZ/MAPK14/MGAM/MME/MMP25/MMP9/MNDA/MOSPD2/MVP/NBEAL2/NCSTN/NEU1/NFAM1/NPC2/OSCAR/OSTF1/P2RX1/PADI2/PDXK/PECAM1/PGAM1/PGM2/PKM/PLAU/PLAUR/PLEKHO2/PRAM1/PRCP/PREX1/PRKCD/PSEN1/PTAFR/PTPN6/PTPRC/PTPRJ/PYGL/QPCT/QSOX1/RAB24/RAB31/RAB3D/RAB5B/RAB5C/RAB7A/RAC1/RHOA/RHOG/RNASET2/S100A11/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB1/SIGLEC5/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC15A4/SLC27A2/SLC2A3/SLC44A2/SNAP23/STXBP2/SYK/TCIRG1/TICAM2/TIMP2/TMBIM1/TNFRSF1B/TOLLIP/TOM1/TRPM2/TUBB4B/TYROBP/UNC13D/VAPA	186	brown
GO:0002283	GO:0002283	neutrophil activation involved in immune response	182/1636	488/18862	2.24E-70	7.98E-67	6.25E-67	ACAA1/ADAM8/ADGRE3/ADGRE5/ADGRG3/ALDH3B1/ALOX5/AMPD3/ANPEP/APAF1/ARHGAP9/ARL8A/ARPC5/ASAH1/ATG7/ATP11A/ATP6V0A1/BST1/C5AR1/CAB39/CAMP/CANT1/CAP1/CAPN1/CD14/CD300A/CD33/CD36/CD53/CD55/CD59/CD63/CD68/CD93/CDA/CEACAM1/CEACAM3/CFD/CFP/CHIT1/CKAP4/CLEC12A/CLEC5A/CMTM6/CNN2/CPPED1/CR1/CREG1/CSTB/CTSA/CTSD/CTSS/CTSZ/CXCR1/CXCR2/CYBA/CYBB/CYFIP1/DGAT1/DNAJC3/DNAJC5/DNASE1L1/DOK3/DYNC1LI1/ERP44/FCAR/FCGR2A/FCGR3B/FCN1/FGL2/FGR/FOLR3/FPR1/FPR2/GAA/GCA/GLA/GLB1/GMFG/GNS/GRN/GSN/GYG1/HK3/HLA-B/HLA-C/HRNR/HSPA1A/HSPA1B/HSPA6/IGF2R/IMPDH1/IQGAP1/ITGAM/ITGAX/ITGB2/KPNB1/LAMP1/LAMP2/LILRA2/LILRB2/LILRB3/LRG1/LTA4H/LYZ/MAPK14/MGAM/MME/MMP25/MMP9/MNDA/MOSPD2/MVP/NBEAL2/NCSTN/NEU1/NFAM1/NPC2/OSCAR/OSTF1/P2RX1/PADI2/PDXK/PECAM1/PGAM1/PGM2/PKM/PLAU/PLAUR/PLEKHO2/PRAM1/PRCP/PRKCD/PSEN1/PTAFR/PTPN6/PTPRC/PTPRJ/PYGL/QPCT/QSOX1/RAB24/RAB31/RAB3D/RAB5B/RAB5C/RAB7A/RAC1/RHOA/RHOG/RNASET2/S100A11/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB1/SIGLEC5/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC15A4/SLC27A2/SLC2A3/SLC44A2/SNAP23/STXBP2/SYK/TCIRG1/TICAM2/TIMP2/TMBIM1/TNFRSF1B/TOLLIP/TOM1/TRPM2/TUBB4B/TYROBP/UNC13D/VAPA	182	brown
GO:0043312	GO:0043312	neutrophil degranulation	181/1636	485/18862	4.92E-70	1.17E-66	9.12E-67	ACAA1/ADAM8/ADGRE3/ADGRE5/ADGRG3/ALDH3B1/ALOX5/AMPD3/ANPEP/APAF1/ARHGAP9/ARL8A/ARPC5/ASAH1/ATG7/ATP11A/ATP6V0A1/BST1/C5AR1/CAB39/CAMP/CANT1/CAP1/CAPN1/CD14/CD300A/CD33/CD36/CD53/CD55/CD59/CD63/CD68/CD93/CDA/CEACAM1/CEACAM3/CFD/CFP/CHIT1/CKAP4/CLEC12A/CLEC5A/CMTM6/CNN2/CPPED1/CR1/CREG1/CSTB/CTSA/CTSD/CTSS/CTSZ/CXCR1/CXCR2/CYBA/CYBB/CYFIP1/DGAT1/DNAJC3/DNAJC5/DNASE1L1/DOK3/DYNC1LI1/ERP44/FCAR/FCGR2A/FCGR3B/FCN1/FGL2/FGR/FOLR3/FPR1/FPR2/GAA/GCA/GLA/GLB1/GMFG/GNS/GRN/GSN/GYG1/HK3/HLA-B/HLA-C/HRNR/HSPA1A/HSPA1B/HSPA6/IGF2R/IMPDH1/IQGAP1/ITGAM/ITGAX/ITGB2/KPNB1/LAMP1/LAMP2/LILRB2/LILRB3/LRG1/LTA4H/LYZ/MAPK14/MGAM/MME/MMP25/MMP9/MNDA/MOSPD2/MVP/NBEAL2/NCSTN/NEU1/NFAM1/NPC2/OSCAR/OSTF1/P2RX1/PADI2/PDXK/PECAM1/PGAM1/PGM2/PKM/PLAU/PLAUR/PLEKHO2/PRAM1/PRCP/PRKCD/PSEN1/PTAFR/PTPN6/PTPRC/PTPRJ/PYGL/QPCT/QSOX1/RAB24/RAB31/RAB3D/RAB5B/RAB5C/RAB7A/RAC1/RHOA/RHOG/RNASET2/S100A11/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB1/SIGLEC5/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC15A4/SLC27A2/SLC2A3/SLC44A2/SNAP23/STXBP2/SYK/TCIRG1/TICAM2/TIMP2/TMBIM1/TNFRSF1B/TOLLIP/TOM1/TRPM2/TUBB4B/TYROBP/UNC13D/VAPA	181	brown
GO:0002446	GO:0002446	neutrophil mediated immunity	182/1636	499/18862	1.43E-68	2.54E-65	1.99E-65	ACAA1/ADAM8/ADGRE3/ADGRE5/ADGRG3/ALDH3B1/ALOX5/AMPD3/ANPEP/APAF1/ARHGAP9/ARL8A/ARPC5/ASAH1/ATG7/ATP11A/ATP6V0A1/BST1/C5AR1/CAB39/CAMP/CANT1/CAP1/CAPN1/CD14/CD300A/CD33/CD36/CD53/CD55/CD59/CD63/CD68/CD93/CDA/CEACAM1/CEACAM3/CFD/CFP/CHIT1/CKAP4/CLEC12A/CLEC5A/CMTM6/CNN2/CPPED1/CR1/CREG1/CSTB/CTSA/CTSD/CTSS/CTSZ/CXCR1/CXCR2/CYBA/CYBB/CYFIP1/DGAT1/DNAJC3/DNAJC5/DNASE1L1/DOK3/DYNC1LI1/ERP44/F2RL1/FCAR/FCGR2A/FCGR3B/FCN1/FGL2/FGR/FOLR3/FPR1/FPR2/GAA/GCA/GLA/GLB1/GMFG/GNS/GRN/GSN/GYG1/HK3/HLA-B/HLA-C/HRNR/HSPA1A/HSPA1B/HSPA6/IGF2R/IMPDH1/IQGAP1/ITGAM/ITGAX/ITGB2/KPNB1/LAMP1/LAMP2/LILRB2/LILRB3/LRG1/LTA4H/LYZ/MAPK14/MGAM/MME/MMP25/MMP9/MNDA/MOSPD2/MVP/NBEAL2/NCSTN/NEU1/NFAM1/NPC2/OSCAR/OSTF1/P2RX1/PADI2/PDXK/PECAM1/PGAM1/PGM2/PKM/PLAU/PLAUR/PLEKHO2/PRAM1/PRCP/PRKCD/PSEN1/PTAFR/PTPN6/PTPRC/PTPRJ/PYGL/QPCT/QSOX1/RAB24/RAB31/RAB3D/RAB5B/RAB5C/RAB7A/RAC1/RHOA/RHOG/RNASET2/S100A11/S100A12/S100A8/SDCBP/SELL/SERPINA1/SERPINB1/SIGLEC5/SIGLEC9/SIRPA/SIRPB1/SLC11A1/SLC15A4/SLC27A2/SLC2A3/SLC44A2/SNAP23/STXBP2/SYK/TCIRG1/TICAM2/TIMP2/TMBIM1/TNFRSF1B/TOLLIP/TOM1/TRPM2/TUBB4B/TYROBP/UNC13D/VAPA	182	brown
GO:0006909	GO:0006909	phagocytosis	86/1636	381/18862	7.39E-17	1.05E-13	8.23E-14	ACTB/ADORA2A/ANXA11/ARHGAP25/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/ATG3/BAIAP2/CAMK1D/CD14/CD300A/CD300LF/CD302/CD36/CD93/CDC42/CEACAM4/CLEC7A/CORO1A/CORO1C/CRK/CSK/CYBA/CYFIP1/DYSF/F2RL1/FCGR1A/FCGR2A/FCN1/FGR/FPR2/GRB2/GSN/GULP1/HCK/ICAM3/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/IGLV7-43/ITGAM/ITGB2/LRP1/LYN/LYST/MAPK3/MERTK/MYD88/MYO10/MYO7A/NCF2/NCF4/NOD2/PAK1/PECAM1/PIP4P2/PLCG2/PRKCD/PTEN/PTPRC/PTPRJ/RAB31/RAB34/RAB5A/RAB7A/RAC1/RAC2/RARA/RHOG/SIRPA/SIRPB1/SLC11A1/SPHK1/SYK/TICAM2/TLR4/TYROBP/UNC13D/VAV1/WAS/WIPF2/XKR8	86	brown
GO:00421101	GO:0042110	T cell activation	95/1636	474/18862	5.67E-15	6.72E-12	5.26E-12	ADAM8/APBB1IP/BCL10/BCL3/BCL6/CCL5/CCR2/CD151/CD1D/CD300A/CD55/CDC42/CEACAM1/CEBPB/CLEC4A/CLEC4G/CLEC7A/CORO1A/CR1/CSK/CYRIB/DUSP3/EGR1/F2RL1/FADD/FGL2/FKBP1A/FLOT2/GBA/GLI3/GRB2/GSN/HFE/HLA-E/HLX/ICAM1/IL12A/IL12B/IL18/IL1RL2/IL4R/IL6R/IRF1/JAK3/JAML/KLRC1/LAPTM5/LCP1/LGALS9/LGALS9C/LILRB2/LILRB4/LYN/MSN/NCSTN/NFKBIZ/NKX2-3/NLRP3/NOD2/PAK1/PAK2/PELI1/PIK3CD/PPP3CA/PRELID1/PREX1/PRKAR1A/PSEN1/PTPN6/PTPRC/RAC1/RAC2/RARA/RIPOR2/SEMA4A/SIRPA/SIRPB1/SLC11A1/SOS2/STAT3/STAT5B/SYK/TCIRG1/TGFBR2/TMEM98/TNFAIP8L2/TNFRSF1B/TNFSF14/VAV1/VSIG4/VSIR/WAS/WDFY4/ZBTB7B/ZFP36L1	95	brown
GO:0002703	GO:0002703	regulation of leukocyte mediated immunity	55/1636	209/18862	3.75E-14	3.81E-11	2.98E-11	ADGRE2/ARRB2/BCL6/CCR2/CD1D/CD300A/CEACAM1/CLEC4G/CLEC7A/CLNK/CR1/CRK/CYRIB/F2RL1/FADD/FES/FGR/GAB2/HFE/HLA-B/HLA-E/ICAM1/IL12A/IL12B/IL18/IL1R1/IL4R/ITGAM/ITGB2/JAK3/KLRC1/LAMP1/LGALS9/LILRB4/LYN/NLRP3/NOD2/PRAM1/PTAFR/PTPN6/PTPRC/RAC2/SCIMP/SLC15A4/STAT5B/STXBP2/SYK/TGFB1/TLR4/TNFRSF1B/TNFSF13/TYROBP/UNC13D/VAV1/WAS	55	brown
GO:00071591	GO:0007159	leukocyte cell-cell adhesion	78/1636	366/18862	5.61E-14	4.99E-11	3.90E-11	ADAM8/ALOX5/BCL10/BCL6/CCL5/CCR2/CD1D/CD300A/CD55/CDC42/CEACAM1/CEBPB/CLEC4G/CORO1A/CR1/CSK/CYRIB/DUSP3/EXT1/F11R/FADD/FERMT3/FGL2/FLOT2/GLI3/GRB2/HFE/HLA-E/HLX/ICAM1/IL12A/IL12B/IL18/IL1RL2/IL4R/IRF1/ITGA5/ITGB2/JAK3/LAPTM5/LGALS9/LGALS9C/LILRB2/LILRB4/LYN/MADCAM1/MSN/NFKBIZ/NLRP3/NOD2/PAK1/PAK2/PECAM1/PELI1/PRKAR1A/PTAFR/PTPN6/PTPRC/RAC1/RAC2/RARA/RHOA/RIPOR2/S100A8/SELL/SELPLG/SIRPA/SIRPB1/STAT5B/SYK/TGFBR2/TNFAIP8L2/TNFSF14/TNIP1/VAV1/VSIG4/VSIR/ZBTB7B	78	brown
GO:0001819	GO:0001819	positive regulation of cytokine production	87/1636	437/18862	1.21E-13	9.58E-11	7.50E-11	ADAM8/AGPAT1/AIM2/AKIRIN2/ARHGEF2/BCL10/BCL3/C5AR1/CCR2/CD14/CD36/CEBPB/CLEC7A/CLNK/CYBA/CYP1B1/CYRIB/DDIT3/EGR1/F2RL1/FADD/FCN1/FGR/FLOT1/FRMD8/FURIN/GAPDH/GPSM3/HLA-E/HSPA1A/HSPA1B/HYAL2/IFNGR1/IL12A/IL12B/IL17RA/IL18/IL1R1/IL1RAP/IL1RL2/IL4R/IL6R/IRF1/LAPTM5/LGALS9/LILRA2/LILRB2/LRP1/MAPK13/MAPK14/MAPKAPK2/MBP/MNDA/MYD88/NFAM1/NFKB2/NLRP12/NLRP3/NOD2/OSM/PANX2/PELI1/PLCG2/POLR2E/PSEN1/PTAFR/PTGS2/PTPRC/PTPRJ/RARA/RNF135/SCIMP/SLC11A1/SORL1/SPHK1/STAT3/STAT5B/SULF2/SYK/TGFB1/TLR1/TLR4/TLR6/TLR8/TLR9/TSLP/TYROBP	87	brown
GO:0022407	GO:0022407	regulation of cell-cell adhesion	86/1636	437/18862	3.30E-13	2.35E-10	1.84E-10	ADAM19/ADAM8/ALOX5/BCL10/BCL6/CCL5/CCR2/CD1D/CD300A/CD55/CDC42/CEACAM1/CEBPB/CLEC4G/CORO1A/CR1/CSK/CYRIB/DUSP3/EFNA5/F11R/FADD/FERMT3/FGL2/FLOT1/FLOT2/FSTL3/GLI3/GRB2/HFE/HLA-E/HLX/ICAM1/IL12A/IL12B/IL18/IL1RL2/IL1RN/IL4R/IRF1/ITGB2/JAG1/JAK3/LAPTM5/LGALS9/LGALS9C/LILRB2/LILRB4/LYN/MAPK14/MBP/MYADM/NFKBIZ/NLRP3/NOD2/NOTCH1/PAK1/PAK2/PELI1/PLAUR/PPM1F/PRKAR1A/PRKCD/PTAFR/PTPN6/PTPRC/RAC1/RARA/RHOA/RIPOR2/RNASE10/SH2B3/SIRPA/SIRPB1/SPINT2/STAT5B/SYK/TGFB1/TGFBR2/TNFAIP8L2/TNFSF14/TRPV4/VAV1/VSIG4/VSIR/ZBTB7B	86	brown
GO:0002224	GO:0002224	toll-like receptor signaling pathway	44/1636	157/18862	1.28E-12	7.82E-10	6.12E-10	ARRB2/BCL10/CD14/CD300A/CD300LF/CD36/CNPY3/CTSS/CYBA/F2RL1/FADD/FLOT1/IRAK3/IRF1/ITGAM/ITGB2/LILRA2/LYN/MAPKAPK2/MAPKAPK3/MYD88/NFKBIA/NFKBIL1/NMI/NOD2/PELI1/PIK3AP1/PJA2/RTN4/S100A8/SCIMP/SLC15A4/TASL/TICAM2/TLR1/TLR4/TLR6/TLR8/TLR9/TNIP1/UBC/UBE2D1/UBE2D3/UNC93B1	44	brown
GO:0032418	GO:0032418	lysosome localization	28/1636	74/18862	5.70E-12	2.90E-09	2.27E-09	ADGRE2/CBL/CD300A/CHGA/CLNK/DEF8/FES/FGR/GAB2/IL4R/KIF1B/LAT2/LGALS9/LYN/MILR1/MRGPRX2/NDEL1/PIK3CD/PLEKHM1/PLEKHM2/RAB34/RAC2/SNAP23/SPAG9/STXBP2/SYK/TFEB/UNC13D	28	brown
GO:0045862	GO:0045862	positive regulation of proteolysis	73/1636	367/18862	1.23E-11	5.13E-09	4.01E-09	ADAM8/ADAM9/AIM2/AKIRIN2/APAF1/ASPH/AURKAIP1/BAG6/BBC3/BCAP31/BCL10/BCL2L11/BID/CBFA2T3/CFLAR/CLEC7A/CLN6/COP1/CR1/CTSD/DAP/DAPK1/DISC1/EFNA1/ENO1/F12/FADD/FURIN/GBA/GRN/GSK3A/GSK3B/GSN/HIP1/HSPA1A/HSPA1B/LAPTM5/LGALS9/LPCAT3/LRRK2/LYN/MAP3K5/MBP/MEFV/MUL1/NCSTN/NFE2L2/NGFR/NLRP12/NLRP3/NRDC/P2RX1/PICALM/PLK3/PPM1F/PRELID1/PSEN1/PTEN/RCN3/RNF144B/RNF19B/S100A8/SNCA/ST20/STAT3/SYK/TNFRSF1B/TNFSF10/TNIP1/TRIB1/TRIM67/VSIR/ZER1	73	brown
GO:0032635	GO:0032635	interleukin-6 production	43/1636	162/18862	1.67E-11	6.59E-09	5.16E-09	AKIRIN2/ARHGEF2/ARRB2/BCL10/C5AR2/CD36/CEBPB/CLEC7A/CSK/CYBA/F2RL1/GBA/HLA-B/HYAL2/IL17RA/IL1RAP/IL1RL2/IL6R/IRAK3/LGALS9/LILRA2/LILRB2/LILRB4/MAPK13/MAPKAPK2/MBP/MYD88/NLRP12/NLRX1/NOD2/PTAFR/PTPN6/SCIMP/SIRPA/STAT3/SYK/TLR1/TLR4/TLR6/TLR8/TLR9/TSLP/TYROBP	43	brown
GO:0045576	GO:0045576	mast cell activation	24/1636	60/18862	4.66E-11	1.75E-08	1.37E-08	ADGRE2/CBL/CD300A/CD300LF/CHGA/CLNK/CNR1/FES/FGR/GAB2/IL4R/LAT2/LGALS9/LYN/MILR1/MRGPRX2/PIK3CD/RAC2/S100A12/SNAP23/STXBP2/SYK/TSLP/UNC13D	24	brown
GO:0018212	GO:0018212	peptidyl-tyrosine modification	72/1636	372/18862	6.36E-11	2.26E-08	1.77E-08	AATK/ARHGEF2/ARRB2/BMX/BST1/CAMKK2/CASS4/CBL/CCL5/CD300A/CD36/CLEC7A/CSK/DLG4/EFNA1/EFNA5/EPHA10/EPHB1/FCGR1A/FES/FGR/HCK/HCLS1/HIPK3/HYAL2/ICAM1/IGF1R/IL12A/IL12B/IL18/IL6R/IQGAP1/ITGA5/ITGB2/JAK3/LIF/LILRB4/LMTK2/LRRK1/LYN/MAP2K4/MAPK3/MERTK/MVP/NCF1/NEDD9/NEURL1/NOD2/NRG1/OSM/PAK2/PDGFD/PECAM1/PRKCD/PSEN1/PTPN6/PTPRC/PTPRJ/SCYL1/SH2B3/SH3BP5L/SOCS3/STAT3/SYK/TAL1/TGFA/TGFB1/TNFRSF1A/TPST1/TSG101/TSLP/UNC119	72	brown
GO:0043300	GO:0043300	regulation of leukocyte degranulation	20/1636	43/18862	7.09E-11	2.40E-08	1.88E-08	ADGRE2/CCR2/CD300A/CEACAM1/F2RL1/FES/FGR/GAB2/IL4R/ITGAM/ITGB2/LAMP1/LGALS9/LYN/PRAM1/PTAFR/RAC2/STXBP2/SYK/UNC13D	20	brown
